id,std_poly_form,std_poly_LC,str_num_1,str_num_2,str_num_3
10669,στεφάνου,στεφάνου,4736,,
10670,μάρτυρός,μάρτυρός,3144,,
10671,ἐφεστώς,ἐφεστώς,2186,,
10672,ἀναιρούντων,ἀναιρούντων,337,,
10673,ἐξαποστελῶ,ἐξαποστελῶ,1821,,
10674,καθῆκεν,καθῆκεν,2520,,
10675,ῥιπτούντων,ῥιπτούντων,4495,,
10676,ἀέρα,ἀέρα,109,,
10677,μάστιξιν,μάστιξιν,3148,,
10678,ἀνετάζεσθαι,ἀνετάζεσθαι,426,,
10679,ἐπιγνῷ,ἐπιγνῷ,1921,,
10680,προέτεινεν,προέτεινεν,4385,,
10681,ἱμᾶσιν,ἱμᾶσιν,2438,,
10682,ἑκατόνταρχον,ἑκατόνταρχον,1543,,
10683,ῥωμαῖον,ῥωμαῖον,4514,,
10684,ἀκατάκριτον,ἀκατάκριτον,178,,
10685,μαστίζειν,μαστίζειν,3147,,
10686,ῥωμαῖός,ῥωμαῖός,4514,,
10687,λέγε,λέγε,3004,,
10688,ῥωμαῖος,ῥωμαῖος,4514,,
10689,κεφαλαίου,κεφαλαίου,2774,,
10690,πολιτείαν,πολιτείαν,4174,,
10691,ἐκτησάμην,ἐκτησάμην,2932,,
10692,ἀπέστησαν,ἀπέστησαν,868,,
10693,ἀνετάζειν,ἀνετάζειν,426,,
10694,δεδεκώς,δεδεκώς,1210,,
10695,κατηγορεῖται,κατηγορεῖται,2723,,
10696,ἔλυσεν,ἔλυσεν,3089,,
10697,δεσμῶν,δεσμῶν,1199,,
10698,καταγαγών,καταγαγών,2609,,
10699,συνειδήσει,συνειδήσει,4893,,
10700,πεπολίτευμαι,πεπολίτευμαι,4176,,
10701,τοῖχε,τοῖχε,5109,,
10702,κεκονιαμένε,κεκονιαμένε,2867,,
10703,κάθῃ,κάθῃ,2521,,
10704,παρανομῶν,παρανομῶν,3891,,
10705,κελεύεις,κελεύεις,2753,,
10706,τύπτεσθαι,τύπτεσθαι,5180,,
10707,λοιδορεῖς,λοιδορεῖς,3058,,
10708,ἐλπίδος,ἐλπίδος,1680,,
10709,κρίνομαι,κρίνομαι,2919,,
10710,λαλήσαντος,λαλήσαντος,2980,,
10711,στάσις,στάσις,4714,,
10712,ὁμολογοῦσιν,ὁμολογοῦσιν,3670,,
10713,μέρους,μέρους,3313,,
10714,διεμάχοντο,διεμάχοντο,1264,,
10715,εὑρίσκομεν,εὑρίσκομεν,2147,,
10716,θεομαχῶμεν,θεομαχῶμεν,2313,,
10717,εὐλαβηθείς,εὐλαβηθείς,2125,,
10718,διασπασθῇ,διασπασθῇ,1288,,
10719,στράτευμα,στράτευμα,4753,,
10720,ἁρπάσαι,ἁρπάσαι,726,,
10721,ἄγειν,ἄγειν,71,,
10722,παῦλε,παῦλε,3972,,
10723,διεμαρτύρω,διεμαρτύρω,1263,,
10724,μαρτυρῆσαι,μαρτυρῆσαι,3140,,
10725,ποιήσαντές,ποιήσαντές,4160,,
10726,συστροφήν,συστροφήν,4963,,
10727,ἀνεθεμάτισαν,ἀνεθεμάτισαν,332,,
10728,συνωμοσίαν,συνωμοσίαν,4945,,
10729,ἀναθέματι,ἀναθέματι,331,,
10730,ἀνεθεματίσαμεν,ἀνεθεματίσαμεν,332,,
10731,ἐμφανίσατε,ἐμφανίσατε,1718,,
10732,καταγάγῃ,καταγάγῃ,2609,,
10733,διαγινώσκειν,διαγινώσκειν,1231,,
10734,ἐγγίσαι,ἐγγίσαι,1448,,
10735,ἕτοιμοί,ἕτοιμοί,2092,,
10736,ἔνεδρον,ἔνεδρον,1749,,
10737,ἑκατοντάρχων,ἑκατοντάρχων,1543,,
10738,νεανίαν,νεανίαν,3494,,
10739,ἀπάγαγε,ἀπάγαγε,520,,
10740,δέσμιος,δέσμιος,1198,,
10741,προσκαλεσάμενός,προσκαλεσάμενός,4341,,
10742,ἔχοντά,ἔχοντά,2192,,
10743,λαλῆσαί,λαλῆσαί,2980,,
10744,ἀναχωρήσας,ἀναχωρήσας,402,,
10745,ἀπαγγεῖλαί,ἀπαγγεῖλαί,518,,
10746,ἐρωτῆσαί,ἐρωτῆσαί,2065,,
10747,καταγάγῃς,καταγάγῃς,2609,,
10748,μέλλοντά,μέλλοντά,3195,,
10749,πυνθάνεσθαι,πυνθάνεσθαι,4441,,
10750,πεισθῇς,πεισθῇς,3982,,
10751,ἐνεδρεύουσιν,ἐνεδρεύουσιν,1748,,
10752,προσδεχόμενοι,προσδεχόμενοι,4327,,
10753,ἐκλαλῆσαι,ἐκλαλῆσαι,1583,,
10754,ἐνεφάνισας,ἐνεφάνισας,1718,,
10755,διακοσίους,διακοσίους,1250,,
10756,πορευθῶσιν,πορευθῶσιν,4198,,
10757,ἱππεῖς,ἱππεῖς,2460,,
10758,δεξιολάβους,δεξιολάβους,1187,,
10759,κτήνη,κτήνη,2934,,
10760,ἐπιβιβάσαντες,ἐπιβιβάσαντες,1913,,
10761,διασώσωσιν,διασώσωσιν,1295,,
10762,φήλικα,φήλικα,5344,,
10763,περιέχουσαν,περιέχουσαν,4023,,
10764,κλαύδιος,κλαύδιος,2804,,
10765,λυσίας,λυσίας,3079,,
10766,κρατίστῳ,κρατίστῳ,2903,,
10767,φήλικι,φήλικι,5344,,
10768,συλληφθέντα,συλληφθέντα,4815,,
10769,ἀναιρεῖσθαι,ἀναιρεῖσθαι,337,,
10770,στρατεύματι,στρατεύματι,4753,,
10771,ἐξειλόμην,ἐξειλόμην,1807,,
10772,ἐνεκάλουν,ἐνεκάλουν,1458,,
10773,ἐγκαλούμενον,ἐγκαλούμενον,1458,,
10774,ζητημάτων,ζητημάτων,2213,,
10775,ἔγκλημα,ἔγκλημα,1462,,
10776,μηνυθείσης,μηνυθείσης,3377,,
10777,κατηγόροις,κατηγόροις,2725,,
10778,ἔρρωσο,ἔρρωσο,4517,,
10779,ἀντιπατρίδα,ἀντιπατρίδα,494,,
10780,ἐάσαντες,ἐάσαντες,1439,,
10781,ἀναδόντες,ἀναδόντες,325,,
10782,ἀναγνούς,ἀναγνούς,314,,
10783,ἐπερωτήσας,ἐπερωτήσας,1905,,
10784,ἐπαρχίας,ἐπαρχίας,1885,,
10785,πυθόμενος,πυθόμενος,4441,,
10786,διακούσομαί,διακούσομαί,1251,,
10787,παραγένωνται,παραγένωνται,3854,,
10788,ἐκέλευσέν,ἐκέλευσέν,2753,,
10789,πραιτωρίῳ,πραιτωρίῳ,4232,,
10790,ῥήτορος,ῥήτορος,4489,,
10791,τερτύλλου,τερτύλλου,5061,,
10792,ἐνεφάνισαν,ἐνεφάνισαν,1718,,
10793,κληθέντος,κληθέντος,2564,,
10794,τέρτυλλος,τέρτυλλος,5061,,
10795,τυγχάνοντες,τυγχάνοντες,5177,,
10796,κατορθωμάτων,κατορθωμάτων,2735,,
10797,γινομένων,γινομένων,1096,,
10798,προνοίας,προνοίας,4307,,
10799,πάντῃ,πάντῃ,3839,,
10800,ἀποδεχόμεθα,ἀποδεχόμεθα,588,,
10801,φῆλιξ,φῆλιξ,5344,,
10802,εὐχαριστίας,εὐχαριστίας,2169,,
10803,ἐγκόπτω,ἐγκόπτω,1465,,
10804,παρακαλῶ,παρακαλῶ,3870,,
10805,ἀκοῦσαί,ἀκοῦσαί,191,,
10806,συντόμως,συντόμως,4935,,
10807,ἐπιεικείᾳ,ἐπιεικείᾳ,1932,,
10808,λοιμόν,λοιμόν,3061,,
10809,κινοῦντα,κινοῦντα,2795,,
10810,πρωτοστάτην,πρωτοστάτην,4414,,
10811,ναζωραίων,ναζωραίων,3480,,
10812,ἐπείρασεν,ἐπείρασεν,3985,,
10813,βεβηλῶσαι,βεβηλῶσαι,953,,
10814,ἐκρατήσαμεν,ἐκρατήσαμεν,2902,,
10815,κατηγοροῦμεν,κατηγοροῦμεν,2723,,
10816,συνεπέθεντο,συνεπέθεντο,4934,,
10817,φάσκοντες,φάσκοντες,5335,,
10818,νεύσαντος,νεύσαντος,3506,,
10819,εὐθυμότερον,εὐθυμότερον,2115,,
10820,ἀπολογοῦμαι,ἀπολογοῦμαι,626,,
10821,δυναμένου,δυναμένου,1410,,
10822,ἀνέβην,ἀνέβην,305,,
10823,διαλεγόμενον,διαλεγόμενον,1256,,
10824,ἐπισύστασιν,ἐπισύστασιν,1999,,
10825,παραστῆσαί,παραστῆσαί,3936,,
10826,κατηγοροῦσίν,κατηγοροῦσίν,2723,,
10827,ὁμολογῶ,ὁμολογῶ,3670,,
10828,αἵρεσιν,αἵρεσιν,139,,
10829,λατρεύω,λατρεύω,3000,,
10830,πατρῴῳ,πατρῴῳ,3971,,
10831,γεγραμμένοις,γεγραμμένοις,1125,,
10832,ἐλπίδα,ἐλπίδα,1680,,
10833,προσδέχονται,προσδέχονται,4327,,
10834,ἀδίκων,ἀδίκων,94,,
10835,ἀσκῶ,ἀσκῶ,778,,
10836,ἀπρόσκοπον,ἀπρόσκοπον,677,,
10837,συνείδησιν,συνείδησιν,4893,,
10838,ποιήσων,ποιήσων,4160,,
10839,προσφοράς,προσφοράς,4376,,
10840,ἡγνισμένον,ἡγνισμένον,48,,
10841,θορύβου,θορύβου,2351,,
10842,παρεῖναι,παρεῖναι,3918,,
10843,ἔχοιεν,ἔχοιεν,2192,,
10844,εἰπάτωσαν,εἰπάτωσαν,3004,,
10845,ἀδίκημα,ἀδίκημα,92,,
10846,στάντος,στάντος,2476,,
10847,ἔκραξα,ἔκραξα,2896,,
10848,ἀνεβάλετο,ἀνεβάλετο,306,,
10849,διαγνώσομαι,διαγνώσομαι,1231,,
10850,διαταξάμενός,διαταξάμενός,1299,,
10851,τηρεῖσθαι,τηρεῖσθαι,5083,,
10852,ἄνεσιν,ἄνεσιν,425,,
10853,κωλύειν,κωλύειν,2967,,
10854,ὑπηρετεῖν,ὑπηρετεῖν,5256,,
10855,δρουσίλλῃ,δρουσίλλῃ,1409,,
10856,μετεπέμψατο,μετεπέμψατο,3343,,
10857,ἐγκρατείας,ἐγκρατείας,1466,,
10858,κρίματος,κρίματος,2917,,
10859,μεταλαβών,μεταλαβών,3335,,
10860,μετακαλέσομαί,μετακαλέσομαί,3333,,
10861,ἐλπίζων,ἐλπίζων,1679,,
10862,πυκνότερον,πυκνότερον,4437,,
10863,μεταπεμπόμενος,μεταπεμπόμενος,3343,,
10864,ὡμίλει,ὡμίλει,3656,,
10865,διετίας,διετίας,1333,,
10866,πληρωθείσης,πληρωθείσης,4137,,
10867,διάδοχον,διάδοχον,1240,,
10868,πόρκιον,πόρκιον,4201,,
10869,φῆστον,φῆστον,5347,,
10870,χάριτας,χάριτας,5485,,
10871,καταθέσθαι,καταθέσθαι,2698,,
10872,φῆστος,φῆστος,5347,,
10873,ἐπιβάς,ἐπιβάς,1910,,
10874,ἐπαρχίᾳ,ἐπαρχίᾳ,1885,,
10875,μεταπέμψηται,μεταπέμψηται,3343,,
10876,ἐνέδραν,ἐνέδραν,1747,,
10877,ἐκπορεύεσθαι,ἐκπορεύεσθαι,1607,,
10878,δυνατοί,δυνατοί,1415,,
10879,συγκαταβάντες,συγκαταβάντες,4782,,
10880,κατηγορείτωσαν,κατηγορείτωσαν,2723,,
10881,διατρίψας,διατρίψας,1304,,
10882,παραγενομένου,παραγενομένου,3854,,
10883,περιέστησαν,περιέστησαν,4026,,
10884,καταβεβηκότες,καταβεβηκότες,2597,,
10885,αἰτιώματα,αἰτιώματα,157,,
10886,ἀποδεῖξαι,ἀποδεῖξαι,584,,
10887,ἀπολογουμένου,ἀπολογουμένου,626,,
10888,καίσαρά,καίσαρά,2541,,
10889,κρίνεσθαι,κρίνεσθαι,2919,,
10890,ἠδίκησα,ἠδίκησα,91,,
10891,κάλλιον,κάλλιον,2566,,
10892,ἐπιγινώσκεις,ἐπιγινώσκεις,1921,,
10893,πέπραχά,πέπραχά,4238,,
10894,παραιτοῦμαι,παραιτοῦμαι,3868,,
10895,χαρίσασθαι,χαρίσασθαι,5483,,
10896,ἐπικαλοῦμαι,ἐπικαλοῦμαι,1941,,
10897,συλλαλήσας,συλλαλήσας,4814,,
10898,συμβουλίου,συμβουλίου,4824,,
10899,ἐπικέκλησαι,ἐπικέκλησαι,1941,,
10900,πορεύσῃ,πορεύσῃ,4198,,
10901,διαγενομένων,διαγενομένων,1230,,
10902,τινῶν,τινῶν,5100,,
10903,ἀγρίππας,ἀγρίππας,67,,
10904,βερνίκη,βερνίκη,959,,
10905,κατήντησαν,κατήντησαν,2658,,
10906,ἀνέθετο,ἀνέθετο,394,,
10907,καταλελειμμένος,καταλελειμμένος,2641,,
10908,φήλικος,φήλικος,5344,,
10909,δίκην,δίκην,1349,,
10910,χαρίζεσθαί,χαρίζεσθαί,5483,,
10911,κατηγορούμενος,κατηγορούμενος,2723,,
10912,κατηγόρους,κατηγόρους,2725,,
10913,ἐγκλήματος,ἐγκλήματος,1462,,
10914,ἀναβολήν,ἀναβολήν,311,,
10915,ποιησάμενος,ποιησάμενος,4160,,
10916,ἐκέλευσα,ἐκέλευσα,2753,,
10917,κατήγοροι,κατήγοροι,2725,,
10918,ἐπέφερον,ἐπέφερον,2018,,
10919,ὑπενόουν,ὑπενόουν,5282,,
10920,ζητήματα,ζητήματα,2213,,
10921,ἰδίας,ἰδίας,2398,,
10922,δεισιδαιμονίας,δεισιδαιμονίας,1175,,
10923,ἔφασκεν,ἔφασκεν,5335,,
10924,ἀπορούμενος,ἀπορούμενος,639,,
10925,ζήτησιν,ζήτησιν,2214,,
10926,βούλοιτο,βούλοιτο,1014,,
10927,ἐπικαλεσαμένου,ἐπικαλεσαμένου,1941,,
10928,τηρηθῆναι,τηρηθῆναι,5083,,
10929,σεβαστοῦ,σεβαστοῦ,4575,,
10930,διάγνωσιν,διάγνωσιν,1233,,
10931,ἐβουλόμην,ἐβουλόμην,1014,,
10932,ἀγρίππα,ἀγρίππα,67,,
10933,βερνίκης,βερνίκης,959,,
10934,φαντασίας,φαντασίας,5325,,
10935,ἀκροατήριον,ἀκροατήριον,201,,
10936,ἀνδράσιν,ἀνδράσιν,435,,
10937,ἐξοχήν,ἐξοχήν,1851,,
10938,κελεύσαντος,κελεύσαντος,2753,,
10939,φήστου,φήστου,5347,,
10940,βασιλεῦ,βασιλεῦ,935,,
10941,συμπαρόντες,συμπαρόντες,4840,,
10942,ἐνέτυχόν,ἐνέτυχόν,1793,,
10943,ἐπιβοῶντες,ἐπιβοῶντες,1916,,
10944,καταλαβόμενος,καταλαβόμενος,2638,,
10945,πεπραχέναι,πεπραχέναι,4238,,
10946,σεβαστόν,σεβαστόν,4575,,
10947,ἔκρινα,ἔκρινα,2919,,
10948,πέμπειν,πέμπειν,3992,,
10949,προήγαγον,προήγαγον,4254,,
10950,ἀνακρίσεως,ἀνακρίσεως,351,,
10951,σχῶ,σχῶ,2192,,
10952,ἄλογον,ἄλογον,249,,
10953,πέμποντα,πέμποντα,3992,,
10954,σημᾶναι,σημᾶναι,4591,,
10955,ἐπιτρέπεταί,ἐπιτρέπεταί,2010,,
10956,ἀπελογεῖτο,ἀπελογεῖτο,626,,
10957,ἐγκαλοῦμαι,ἐγκαλοῦμαι,1458,,
10958,ἥγημαι,ἥγημαι,2233,,
10959,μακάριον,μακάριον,3107,,
10960,γνώστην,γνώστην,1109,,
10961,ἠθῶν,ἠθῶν,2239,,
10962,μακροθύμως,μακροθύμως,3116,,
10963,βίωσίν,βίωσίν,981,,
10964,νεότητος,νεότητος,3503,,
10965,ἴσασιν,ἴσασιν,1492,,
10966,προγινώσκοντές,προγινώσκοντές,4267,,
10967,θέλωσιν,θέλωσιν,2309,,
10968,μαρτυρεῖν,μαρτυρεῖν,3140,,
10969,ἀκριβεστάτην,ἀκριβεστάτην,196,,
10970,ἡμετέρας,ἡμετέρας,2251,,
10971,θρησκείας,θρησκείας,2356,,
10972,ἔζησα,ἔζησα,2198,,
10973,ἕστηκα,ἕστηκα,2476,,
10974,κρινόμενος,κρινόμενος,2919,,
10975,δωδεκάφυλον,δωδεκάφυλον,1429,,
10976,ἐκτενείᾳ,ἐκτενείᾳ,1616,,
10977,λατρεῦον,λατρεῦον,3000,,
10978,ἐλπίζει,ἐλπίζει,1679,,
10979,καταντῆσαι,καταντῆσαι,2658,,
10980,ἄπιστον,ἄπιστον,571,,
10981,ἔδοξα,ἔδοξα,1380,,
10982,ἐναντία,ἐναντία,1727,,
10983,πρᾶξαι,πρᾶξαι,4238,,
10984,φυλακαῖς,φυλακαῖς,5438,,
10985,κατέκλεισα,κατέκλεισα,2623,,
10986,ἀναιρουμένων,ἀναιρουμένων,337,,
10987,κατήνεγκα,κατήνεγκα,2702,,
10988,ψῆφον,ψῆφον,5586,,
10989,τιμωρῶν,τιμωρῶν,5097,,
10990,ἠνάγκαζον,ἠνάγκαζον,315,,
10991,βλασφημεῖν,βλασφημεῖν,987,,
10992,ἐμμαινόμενος,ἐμμαινόμενος,1693,,
10993,ἐπιτροπῆς,ἐπιτροπῆς,2011,,
10994,λαμπρότητα,λαμπρότητα,2987,,
10995,περιλάμψαν,περιλάμψαν,4034,,
10996,πορευομένους,πορευομένους,4198,,
10997,καταπεσόντων,καταπεσόντων,2667,,
10998,λαλοῦσαν,λαλοῦσαν,2980,,
10999,σκληρόν,σκληρόν,4642,,
11000,κέντρα,κέντρα,2759,,
11001,λακτίζειν,λακτίζειν,2979,,
11002,ὤφθην,ὤφθην,3708,,
11003,προχειρίσασθαί,προχειρίσασθαί,4400,,
11004,εἶδες,εἶδες,3708,,
11005,ὀφθήσομαί,ὀφθήσομαί,3708,,
11006,ἐξαιρούμενός,ἐξαιρούμενός,1807,,
11007,ἀνοῖξαι,ἀνοῖξαι,455,,
